timestamp,open,high,low,close,volume
1759651761,2198.59,2223.43,2198.59,2211.39,83.16
1759651941,2211.39,2248.94,2206.36,2227.65,99.65
1759652121,2227.65,2227.65,2161.69,2188.22,126.67
1759652301,2188.22,2307.85,2188.22,2292.71,184.17
1759652481,2292.71,2338.43,2292.71,2320.03,159.67
1759652661,2320.03,2320.03,2223.13,2251.95,194.47
1759652841,2251.95,2312.08,2251.95,2289.22,142.38
1759653021,2289.22,2289.22,2215.46,2234.11,151.73
1759653201,2234.11,2300.46,2234.11,2278.51,115.65
1759653381,2278.51,2377.26,2278.51,2345.47,57.53
1759653561,2345.47,2345.47,2266.08,2297.84,177.81
1759653741,2297.84,2377.54,2297.84,2353.85,123.53
1759653921,2353.85,2398.77,2353.85,2378.27,199.13
1759654101,2378.27,2442.49,2378.27,2427.65,138.53
1759654281,2427.65,2575.63,2427.65,2545.55,190.15
1759654461,2545.55,2562.37,2497.59,2529.98,146.58
1759654641,2529.98,2529.98,2467.44,2482.75,106.06
1759654821,2482.75,2482.75,2412.64,2428.15,182.18
1759655001,2428.15,2428.15,2349.4,2379.13,163.63
1759655181,2379.13,2401.91,2347.19,2374.55,126.06
1759655361,2374.55,2410.45,2374.55,2394.89,99.45
1759655541,2394.89,2426.87,2394.89,2411.51,158.74
1759655721,2411.51,2478.15,2411.51,2461.9,155.32
1759655901,2461.9,2492.06,2433.34,2462.7,118.9
1759656081,2462.7,2570.06,2462.7,2553.84,97.22
1759656261,2553.84,2557.8,2516.19,2536.99,155.06
1759656441,2536.99,2732.19,2536.99,2715.52,174.36
1759656621,2715.52,2793.11,2715.52,2758.33,77.95
1759656801,2758.33,2758.33,2666.94,2699.85,150.28
1759656981,2699.85,2699.85,2595.72,2628.53,78.34
1759657161,2628.53,2677.92,2628.53,2660.43,85.47
1759657341,2660.43,2668.51,2622.7,2645.61,169.05
1759657521,2645.61,2726.6,2645.61,2693.25,188.82
1759657701,2693.25,2740.53,2693.25,2725.31,51.73
1759657881,2725.31,2752.97,2687.73,2720.35,91.89
1759658061,2720.35,2720.35,2641.15,2663.37,132.02
1759658241,2663.37,2663.37,2548.94,2564.39,146.4
1759658421,2564.39,2564.39,2515.0,2535.92,144.91
1759658601,2535.92,2625.36,2535.92,2590.8,75.67
1759658781,2590.8,2641.98,2567.44,2604.71,129.6
1759658961,2604.71,2604.71,2488.91,2524.84,81.16
1759659141,2524.84,2563.8,2507.78,2535.79,110.58
1759659321,2535.79,2592.96,2527.71,2560.34,140.89
1759659501,2560.34,2560.34,2479.48,2504.38,186.95
1759659681,2504.38,2536.08,2491.98,2514.03,83.0
1759659861,2514.03,2545.59,2489.79,2517.69,143.6
1759660041,2517.69,2517.69,2423.79,2446.77,122.99
1759660221,2446.77,2504.78,2432.72,2468.75,159.9
1759660401,2468.75,2518.89,2468.75,2503.6,81.82
1759660581,2503.6,2610.28,2503.6,2572.32,158.97
1759660761,2572.32,2678.36,2572.32,2640.99,95.58
1759660941,2640.99,2640.99,2519.89,2551.58,157.1
1759661121,2551.58,2551.58,2472.64,2492.45,132.62
1759661301,2492.45,2553.21,2492.45,2524.75,122.17
1759661481,2524.75,2591.33,2523.45,2557.39,174.93
1759661661,2557.39,2625.52,2555.54,2590.53,170.51
1759661841,2590.53,2880.64,2590.53,2852.46,107.22
1759662021,2852.46,2931.98,2852.46,2893.46,123.53
1759662201,2893.46,2999.0,2893.46,2976.78,126.1
1759662381,2976.78,3068.2,2976.78,3048.63,153.74
1759662561,3048.63,3124.59,3048.63,3098.69,89.1
1759662741,3098.69,3119.14,3029.58,3074.36,166.53
1759662921,3074.36,3173.58,3074.36,3133.25,143.56
1759663101,3133.25,3133.25,3032.14,3073.29,163.87
1759663281,3073.29,3088.72,3021.58,3055.15,194.17
1759663461,3055.15,3055.15,2997.43,3018.31,191.51
1759663641,3018.31,3051.75,2997.23,3024.49,129.26
1759663821,3024.49,3224.63,3024.49,3204.67,131.02
1759664001,3204.67,3204.67,3024.52,3058.51,199.66
1759664181,3058.51,3157.34,3058.51,3111.44,194.96
1759664361,3111.44,3111.44,2963.13,2988.49,198.69
1759664541,2988.49,2988.49,2925.21,2953.43,177.78
1759664721,2953.43,3056.68,2953.43,3034.94,125.87
1759664901,3034.94,3084.39,2995.26,3039.82,192.05
1759665081,3039.82,3039.82,2923.99,2959.01,169.67
1759665261,2959.01,2959.01,2886.91,2906.57,158.25
1759665441,2906.57,2989.43,2906.57,2956.37,63.73
1759665621,2956.37,2956.37,2885.08,2902.88,66.27
1759665801,2902.88,2954.37,2882.9,2918.63,71.26
1759665981,2918.63,2950.24,2893.69,2921.96,103.55
1759666161,2921.96,2921.96,2844.55,2874.75,155.97
1759666341,2874.75,3068.97,2874.75,3033.04,127.33
1759666521,3033.04,3111.2,3033.04,3081.49,109.67
1759666701,3081.49,3081.49,2889.46,2929.36,99.63
1759666881,2929.36,2965.4,2920.7,2943.05,161.5
1759667061,2943.05,2943.05,2869.87,2894.76,177.05
1759667241,2894.76,2981.59,2894.76,2957.11,155.29
1759667421,2957.11,2957.11,2883.29,2899.1,107.83
1759667601,2899.1,2915.17,2866.42,2890.79,172.5
1759667781,2890.79,2970.47,2884.57,2927.52,119.13
1759667961,2927.52,3031.21,2927.52,2991.57,154.95
1759668141,2991.57,2991.57,2860.54,2903.14,171.67
1759668321,2903.14,2903.14,2862.34,2878.96,156.99
1759668501,2878.96,2878.96,2815.52,2844.98,52.47
1759668681,2844.98,2844.98,2777.86,2798.89,188.26
1759668861,2798.89,2966.91,2798.89,2925.19,169.83
1759669041,2925.19,2998.74,2911.17,2954.96,170.98
1759669221,2954.96,2954.96,2848.66,2863.26,93.18
1759669401,2863.26,2945.27,2863.26,2929.73,64.12
1759669581,2929.73,3111.56,2929.73,3089.36,125.53
1759669761,3089.36,3212.86,3089.36,3170.14,179.3
1759669941,3170.14,3170.14,3017.91,3051.98,189.23
1759670121,3051.98,3051.98,2985.1,3015.26,183.36
1759670301,3015.26,3141.98,3015.26,3112.29,91.58
1759670481,3112.29,3112.29,3014.4,3057.71,108.19
1759670661,3057.71,3122.85,3057.71,3091.83,99.33
1759670841,3091.83,3188.94,3091.83,3152.29,199.25
1759671021,3152.29,3152.29,3063.89,3080.08,184.98
1759671201,3080.08,3091.0,3060.0,3075.5,104.63
1759671381,3075.5,3075.5,2817.15,2836.11,163.6
1759671561,2836.11,2836.11,2749.18,2764.4,133.02
1759671741,2764.4,2768.84,2725.17,2747.01,70.05
1759671921,2747.01,2747.01,2628.77,2662.64,82.61
1759672101,2662.64,2793.62,2662.64,2773.55,91.26
1759672281,2773.55,2773.55,2647.05,2676.14,148.95
1759672461,2676.14,2676.14,2633.16,2646.86,86.28
1759672641,2646.86,2680.24,2630.8,2655.52,99.8
1759672821,2655.52,2791.06,2655.52,2752.95,168.16
1759673001,2752.95,2752.95,2625.98,2655.88,100.71
1759673181,2655.88,2767.08,2655.88,2734.25,176.55
1759673361,2734.25,2764.89,2705.0,2734.95,167.67
1759673541,2734.95,2734.95,2635.32,2668.66,135.76
1759673721,2668.66,2721.59,2668.66,2699.66,161.87
1759673901,2699.66,2732.31,2693.96,2713.13,166.92
1759674081,2713.13,2713.13,2637.86,2672.73,173.32
1759674261,2672.73,2703.44,2651.35,2677.39,78.87
1759674441,2677.39,2677.39,2635.82,2651.73,161.5
1759674621,2651.73,2696.13,2622.4,2659.26,147.63
1759674801,2659.26,2721.07,2659.26,2703.65,190.23
1759674981,2703.65,2854.89,2703.65,2813.0,115.01
1759675161,2813.0,2813.0,2697.43,2727.29,166.58
1759675341,2727.29,2912.24,2727.29,2876.67,195.17
1759675521,2876.67,2876.67,2722.81,2739.65,137.11
1759675701,2739.65,2761.81,2696.75,2729.28,183.51
1759675881,2729.28,2807.78,2729.28,2769.72,196.7
1759676061,2769.72,2817.47,2761.01,2789.24,174.61
1759676241,2789.24,2789.24,2720.69,2746.16,113.35
1759676421,2746.16,2752.49,2711.33,2731.91,172.74
1759676601,2731.91,2738.54,2658.35,2698.44,88.45
1759676781,2698.44,2698.44,2644.19,2658.98,172.33
1759676961,2658.98,2746.48,2658.98,2716.06,193.95
1759677141,2716.06,2761.02,2716.06,2740.41,60.65
1759677321,2740.41,2740.41,2666.62,2693.35,62.82
1759677501,2693.35,2775.59,2693.35,2754.61,68.9
1759677681,2754.61,2795.95,2754.61,2775.85,65.92
1759677861,2775.85,2874.02,2775.85,2832.84,91.78
1759678041,2832.84,2904.94,2832.84,2877.78,184.79
1759678221,2877.78,2877.78,2785.57,2818.75,142.71
1759678401,2818.75,2818.75,2746.05,2779.55,174.32
1759678581,2779.55,2870.99,2779.55,2831.97,146.4
1759678761,2831.97,2915.49,2831.97,2875.52,130.31
1759678941,2875.52,2896.35,2851.68,2874.02,182.01
1759679121,2874.02,2912.48,2852.44,2882.46,185.92
1759679301,2882.46,2992.09,2882.46,2976.02,109.63
1759679481,2976.02,2976.02,2889.87,2932.33,87.45
1759679661,2932.33,3015.56,2929.86,2972.71,193.09
1759679841,2972.71,2998.6,2916.84,2957.72,134.55
1759680021,2957.72,2975.41,2907.93,2941.67,180.44
1759680201,2941.67,3062.17,2941.67,3023.6,144.51
1759680381,3023.6,3132.39,3023.6,3086.64,152.85
1759680561,3086.64,3196.53,3086.64,3150.06,58.61
1759680741,3150.06,3275.36,3150.06,3254.56,117.72
1759680921,3254.56,3285.08,3227.46,3256.27,167.41
1759681101,3256.27,3334.14,3256.27,3312.26,196.41
1759681281,3312.26,3313.46,3259.88,3286.67,114.34
1759681461,3286.67,3339.09,3286.67,3313.41,136.9
1759681641,3313.41,3321.1,3284.2,3302.65,72.45
1759681821,3302.65,3351.92,3269.43,3310.67,77.98
1759682001,3310.67,3385.01,3310.67,3360.3,168.95
1759682181,3360.3,3360.3,3272.73,3292.26,115.62
1759682361,3292.26,3487.21,3292.26,3469.06,102.02
1759682541,3469.06,3469.06,3342.34,3382.9,63.52
1759682721,3382.9,3382.9,3236.2,3281.76,186.42
1759682901,3281.76,3398.6,3281.76,3378.16,198.61
1759683081,3378.16,3473.17,3378.16,3445.69,62.62
1759683261,3445.69,3517.55,3445.69,3499.88,111.28
1759683441,3499.88,3595.46,3499.88,3555.29,99.83
1759683621,3555.29,3601.71,3506.69,3554.2,157.49
1759683801,3554.2,3554.2,3445.82,3475.36,160.15
1759683981,3475.36,3532.11,3431.8,3481.96,63.96
1759684161,3481.96,3481.96,3395.91,3423.51,119.5
1759684341,3423.51,3543.0,3423.51,3507.99,131.33
1759684521,3507.99,3523.1,3467.14,3495.12,150.09
1759684701,3495.12,3495.12,3384.52,3423.73,136.67
1759684881,3423.73,3423.73,3375.48,3396.33,121.55
1759685061,3396.33,3460.96,3396.33,3431.57,123.66
1759685241,3431.57,3431.66,3335.44,3383.55,122.08
1759685421,3383.55,3383.55,3297.67,3314.71,115.83
1759685601,3314.71,3379.01,3290.92,3334.97,167.01
1759685781,3334.97,3389.46,3321.45,3355.45,87.47
1759685961,3355.45,3355.45,3281.22,3313.2,134.56
1759686141,3313.2,3323.52,3225.3,3274.41,146.63
1759686321,3274.41,3332.8,3254.13,3293.46,123.72
1759686501,3293.46,3293.46,3149.22,3176.37,171.94
1759686681,3176.37,3176.37,3036.03,3066.54,199.2
1759686861,3066.54,3066.54,2983.13,3011.96,60.2
1759687041,3011.96,3031.36,2960.5,2995.93,57.0
1759687221,2995.93,3041.97,2995.93,3019.31,103.06
1759687401,3019.31,3171.58,3019.31,3132.75,124.14
1759687581,3132.75,3217.57,3132.75,3200.65,142.53
1759687761,3200.65,3216.93,3158.82,3187.88,188.28
1759687941,3187.88,3218.21,3154.51,3186.36,156.35
1759688121,3186.36,3186.36,3085.15,3107.49,164.15
1759688301,3107.49,3143.98,3068.13,3106.06,185.61
1759688481,3106.06,3106.06,3067.26,3083.72,117.13
1759688661,3083.72,3145.36,3072.05,3108.7,64.27
1759688841,3108.7,3108.7,3017.34,3045.07,191.32
1759689021,3045.07,3113.74,3045.07,3084.87,197.81
1759689201,3084.87,3223.22,3084.87,3205.37,157.67
1759689381,3205.37,3231.22,3162.11,3196.67,125.08
1759689561,3196.67,3276.42,3181.44,3228.93,69.45
1759689741,3228.93,3330.99,3228.93,3285.13,153.69
1759689921,3285.13,3285.13,3227.66,3252.34,185.25
1759690101,3252.34,3301.01,3240.22,3270.61,172.13
1759690281,3270.61,3300.72,3242.56,3271.64,177.64
1759690461,3271.64,3316.92,3242.37,3279.64,71.16
1759690641,3279.64,3279.64,3179.89,3216.87,78.7
1759690821,3216.87,3248.2,3189.49,3218.84,75.54
1759691001,3218.84,3276.18,3218.84,3259.17,81.78
1759691181,3259.17,3414.6,3259.17,3379.58,122.23
1759691361,3379.58,3496.28,3379.58,3461.61,87.15
1759691541,3461.61,3696.35,3461.61,3653.05,155.64
1759691721,3653.05,3653.05,3552.89,3583.64,182.18
1759691901,3583.64,3704.55,3583.64,3662.65,156.96
1759692081,3662.65,3708.08,3650.88,3679.48,50.09
1759692261,3679.48,3939.6,3679.48,3886.53,173.36
1759692441,3886.53,3886.53,3785.05,3808.78,106.12
1759692621,3808.78,3808.78,3686.34,3729.66,147.82
1759692801,3729.66,3729.66,3624.21,3674.19,71.04
1759692981,3674.19,3674.19,3451.79,3484.19,64.58
1759693161,3484.19,3484.19,3408.1,3438.69,52.27
1759693341,3438.69,3438.69,3326.87,3374.05,129.06
1759693521,3374.05,3432.47,3341.04,3386.76,58.99
1759693701,3386.76,3440.67,3386.76,3415.82,88.91
1759693881,3415.82,3611.59,3415.82,3579.85,170.43
1759694061,3579.85,3698.43,3579.85,3665.93,80.7
1759694241,3665.93,3665.93,3593.02,3613.44,61.92
1759694421,3613.44,3613.44,3488.66,3533.18,116.72
1759694601,3533.18,3620.76,3533.05,3576.9,152.34
1759694781,3576.9,3576.9,3438.79,3460.77,71.43
1759694961,3460.77,3668.39,3460.77,3622.91,158.19
1759695141,3622.91,3764.09,3622.91,3731.33,61.61
1759695321,3731.33,3731.33,3668.94,3687.82,93.22
1759695501,3687.82,3687.82,3515.22,3533.21,84.51
1759695681,3533.21,3688.45,3533.21,3654.85,68.21
1759695861,3654.85,3666.42,3622.38,3644.4,184.47
1759696041,3644.4,3799.74,3644.4,3758.94,190.17
1759696221,3758.94,3758.94,3581.5,3612.05,151.57
1759696401,3612.05,3612.05,3533.26,3558.33,142.75
1759696581,3558.33,3581.21,3536.39,3558.8,50.31
1759696761,3558.8,3613.99,3511.98,3562.98,133.23
1759696941,3562.98,3573.39,3472.85,3523.12,100.07
1759697121,3523.12,3608.03,3523.12,3578.41,110.1
1759697301,3578.41,3578.41,3442.14,3484.16,134.87
1759697481,3484.16,3521.27,3422.3,3471.78,53.82
1759697661,3471.78,3524.31,3440.17,3482.24,99.55
1759697841,3482.24,3551.31,3482.24,3527.32,126.56
1759698021,3527.32,3626.72,3527.32,3590.63,70.55
1759698201,3590.63,3590.63,3466.58,3491.08,111.22
1759698381,3491.08,3491.08,3329.19,3359.73,97.63
1759698561,3359.73,3491.27,3359.73,3468.78,50.66
1759698741,3468.78,3549.14,3446.29,3497.71,191.52
1759698921,3497.71,3497.71,3399.11,3432.87,199.26
1759699101,3432.87,3610.49,3432.87,3568.61,60.33
1759699281,3568.61,3601.06,3556.84,3578.95,187.42
1759699461,3578.95,3727.69,3578.95,3686.03,176.48
1759699641,3686.03,3743.89,3640.63,3692.26,117.19
1759699821,3692.26,3908.79,3692.26,3887.47,78.24
1759700001,3887.47,4084.88,3887.47,4061.86,78.31
1759700181,4061.86,4073.42,3999.91,4036.66,67.73
1759700361,4036.66,4163.49,4036.66,4135.91,116.87
1759700541,4135.91,4238.5,4135.91,4203.18,120.15
1759700721,4203.18,4389.9,4203.18,4349.49,146.67
1759700901,4349.49,4349.49,4184.8,4245.82,66.18
1759701081,4245.82,4345.16,4245.82,4319.27,177.92
1759701261,4319.27,4479.72,4319.27,4435.09,164.96
1759701441,4435.09,4435.09,4213.95,4244.31,174.33
1759701621,4244.31,4244.31,4061.93,4120.6,145.32
1759701801,4120.6,4120.6,3892.07,3915.79,184.29
1759701981,3915.79,3939.78,3839.24,3889.51,162.63
1759702161,3889.51,3981.16,3889.51,3959.91,169.84
1759702341,3959.91,4137.7,3959.91,4111.47,83.36
1759702521,4111.47,4163.46,4074.73,4119.09,89.75
1759702701,4119.09,4340.09,4119.09,4290.27,141.21
1759702881,4290.27,4290.27,4119.56,4144.77,148.4
1759703061,4144.77,4144.77,3915.41,3971.97,74.17
1759703241,3971.97,4009.97,3922.94,3966.46,101.28
1759703421,3966.46,4043.16,3966.3,4004.73,93.05
1759703601,4004.73,4035.63,3967.28,4001.46,54.34
1759703781,4001.46,4001.46,3743.59,3799.89,143.72
1759703961,3799.89,3829.38,3753.49,3791.44,107.56
1759704141,3791.44,3791.44,3631.64,3669.79,107.02
1759704321,3669.79,3763.83,3669.79,3731.74,119.59
1759704501,3731.74,3795.33,3731.74,3766.1,77.01
1759704681,3766.1,3766.1,3639.77,3678.64,176.41
1759704861,3678.64,3678.64,3607.98,3631.69,54.91
1759705041,3631.69,3631.69,3510.37,3536.78,196.96
1759705221,3536.78,3578.17,3484.32,3531.24,139.38
1759705401,3531.24,3668.27,3531.24,3616.58,116.79
1759705581,3616.58,3616.58,3476.21,3528.55,94.45
1759705761,3528.55,3599.75,3528.55,3573.29,145.71
1759705941,3573.29,3573.29,3495.27,3526.24,143.95
1759706121,3526.24,3526.24,3429.2,3457.03,142.69
1759706301,3457.03,3474.54,3421.05,3447.79,57.65
1759706481,3447.79,3447.79,3312.26,3359.71,182.48
1759706661,3359.71,3362.26,3264.79,3313.52,157.48
1759706841,3313.52,3313.52,3177.73,3215.77,133.85
1759707021,3215.77,3398.8,3215.77,3377.66,78.39
1759707201,3377.66,3407.33,3353.95,3380.64,183.52
1759707381,3380.64,3380.64,3299.66,3322.02,188.43
1759707561,3322.02,3374.0,3305.68,3339.84,157.34
1759707741,3339.84,3350.8,3310.15,3330.47,90.36
1759707921,3330.47,3360.43,3263.82,3312.13,89.92
1759708101,3312.13,3390.16,3312.13,3363.37,79.64
1759708281,3363.37,3449.24,3363.37,3427.68,84.99
1759708461,3427.68,3427.68,3343.88,3382.52,118.31
1759708641,3382.52,3382.52,3299.04,3334.17,68.35
1759708821,3334.17,3354.44,3268.21,3311.33,167.61
1759709001,3311.33,3311.33,3109.84,3126.15,107.53
1759709181,3126.15,3126.15,2992.83,3009.94,168.82
1759709361,3009.94,3153.11,3009.94,3114.58,185.3
1759709541,3114.58,3269.23,3114.58,3245.33,118.44
1759709721,3245.33,3247.27,3203.12,3225.19,105.69
1759709901,3225.19,3305.47,3225.19,3272.02,58.0
1759710081,3272.02,3337.64,3257.52,3297.58,131.49
1759710261,3297.58,3608.75,3297.58,3561.42,90.77
1759710441,3561.42,3713.91,3561.42,3662.52,199.8
1759710621,3662.52,3702.64,3599.01,3650.82,166.68
